name,smiles,molecular_weight,melting_point_K,boiling_point_K,heat_of_fusion,heat_of_vaporization,critical_temperature,critical_pressure,flash_point,logP
5-hydroxy-l-tryptophan,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,220.22458,546.15,845.26,195187.11308247244,,1098.0197,4782592.9,,
diphenylsilanediol,O[Si](O)(c1ccccc1)c1ccccc1,216.30798,474.65,,,,,,,
"1-nonyl 2-undecyl 1,2-benzenedicarboxylate",CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,446.66244,528.92,988.34,158208.95976836557,0,914.6,995000,,
alpha-antiarin,C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4C[C@@H](O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,566.63718,515.4,1614.79,119014.42824489562,193428.22745431823,2335.7102,1625910.5,,
8-azaguanine,N=c1nc(O)c2nn[nH]c2[nH]1,152.11416,573.15,737.72,234981.4113294909,,1047.4319,10141484,,-0.71
2-(dodecylamino)ethanol,CCCCCCCCCCCCNCCO,229.40204,317.35,662.27,179610.4341530703,299450.33629511914,825.1337,1656493.3,,
"1,3,5-trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,213.10452,394.65,588.15,72265.00873843502,319287.5039146935,846,3390000,,1.18
dipicrylamine,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,439.2078,524.25,1518.61,195463.2863988299,,1863.5417,3407887.7,,
oxyclozanide,OC(=Nc1cc(Cl)cc(Cl)c1O)c1c(O)c(Cl)cc(Cl)c1Cl,401.45664,483.15,1027.73,136532.80214769894,,1299.5738,3501278,,
"aniline, 2-chloro-n-isopropyl-",CC(C)Nc1ccccc1Cl,169.65128,297.71,524.34,108994.16732959516,,745.2521,3149086.6,,
cesium oxide,[Cs].[Cs].[O],281.8103,768.15,,70969.7268,,,,,
enilconazole,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,297.17976,325.85,620.15,119876.93912936735,232592.30766338788,967.30076,2395870.1,,3.82
n-[tris(hydroxymethyl)methyl]acrylamide,C=CC(O)=NC(CO)(CO)CO,175.18242,405.15,798.49,,,982.09386,4103875.7,,
c5o2,O=C=C=C=C=C=O,92.0523,215.56,307.95,325554.0600289183,349360.5689396869,494.76759,9764251.9,,
vinylene carbonate,O=c1occo1,86.04617999999999,294.15,451.15,,572655.7551743159,688.6997,8215907.5,,
"3′,4′,7,8-tetramethoxyflavone",COc1ccc(-c2cc(=O)c3ccc(OC)c(OC)c3o2)cc1OC,342.34262,471.65,916.85,114332.82832269029,,1157.455,1910240.1,,
disulfides,SS,66.14587999999999,162.68,343.85,58053.50234965504,509060.3899297117,542.39,8836000,,
henkel's compound,O=c1n(C[C@H]2CO2)c(=O)n(C[C@@H]2CO2)c(=O)n1C[C@@H]1CO1,297.264,376.15,827.42,167645.59448840088,341684.96630799567,1061.8717,3284045.3,,
cadmium acetate,CC(=O)[O-].CC(=O)[O-].[Cd+2],230.49904,528.15,,,,,,,
acetoacetanilide,CC(=O)CC(O)=Nc1ccccc1,177.19984,359.15,612.99,135406.4428049145,402659.4972983082,879,3030000,423.15,
thioneine,C[N+](C)(C)C(Cc1cnc([S-])[nH]1)C(=O)O,229.2993,553.15,,,,,,,
"2,4,6-tri-tert-butylnitrosobenzene",CC(C)(C)c1cc(C(C)(C)C)c(N=O)c(C(C)(C)C)c1,275.42896,440.65,706.77,,,920.89955,1455680.1,,
niobium bromide (nbbr5),[Br-].[Br-].[Br-].[Br-].[Br-].[Nb+5],492.42638,527.15,634.75,48738.24996946752,108142.17467139392,1010,4615000,,
silver selenite,O=[Se]([O-])[O-].[Ag+].[Ag+],342.6946,803.15,,,,,,,
propylenediamine,CC(N)CN,74.1249,236.15,390.15,140263.25836527266,523833.1499421731,587,5270000,306.15,
methyl linolenate,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,292.45618,224.15,629.1291755,170764.0440355885,222051.42342233457,772,1369000,,6.29
"5α-pregnane-3α,20α-diol",C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,320.50934,517.15,894.11,89005.20653,,1109.331,1681033.6,,
pregnanetriol,C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,336.50874,602.79,986.53,78205.99251,340215.9163443451,1209.9172,1887075.9,,
butyl cyclohexyl phthalate,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1,304.38076,423.6,478.65,120247.4164,273171.0947591333,998.85813,1714611.5,,
20beta-dihydrocortisol,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO,364.47578,749.35,1155.34,81423.79172629798,389141.6074942602,1420.6593,2222893.5,,
ctk1g9551,CCCCC[C@@](C)(O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CC=CCCCC(=O)O,366.49166,671.57,1088.8,155643.37807850796,298365.97298575443,1338.4143,1382987.9,,
perfluorotripentylamine,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,821.1145055999999,347.05,488.9,34169.412193611606,43161.87286135485,590.96126,671158.96,,
12-deoxyphorbol-13-(2-methylbutyrate),CCC(C)C(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,432.54974,815.92,1204.07,92761.58621665106,282190.4800271252,1487.4946,1469101.6,,
methoxymethyl fluoride,COCF,64.05890319999999,135.12,268.7,81237.73183803124,368431.3366815302,417.87959,4615134.7,,
15214-89-8,C=CC(O)=NC(C)(C)CS(=O)(=O)O,207.24742,458.15,,,,,,,
nitrogen tribromide,BrN(Br)Br,253.7187,301.63,410.52,57670.16778818432,175412.28937746433,645.89238,9744983.5,,
"nitrogen fluoride (n2f2), [n(e)]- (9ci)",F/N=N/F,66.0102064,101.15,161.7,,214715.4647351601,260,5570000,,
"nitrogen fluoride (n2f2), (z)-",F/N=N\F,66.0102064,86.15,167.4,,235627.46369139449,272,7090000,,
homoharringtonine,COC(=O)CC(O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4,545.62126,909.21,1328.12,128105.34545519724,,1669.1338,1208148.4,,
70833-42-0,CC(C)(C#CC(C)(C)OO)OO.CC(C)(O)c1cccc(C(C)(C)O)c1,368.46448,724.88,1099.9,81522.10492582624,,1351.1455,1826283.9,,
fluanisone,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,356.4338032,341.15,859.52,124351.2809449494,,1081.7755,1711775.1,,3.6
araldite zd429,CN(C)CCCNCCC#N,155.24068,330.04,547.33,168138.9182268462,348288.8883734466,732.49253,2500000,,
3-methyl-4-nitrobenzonitrile,Cc1cc(C#N)ccc1[N+](=O)[O-],162.14543999999998,353.65,673.2,139418.0434553078,,932.16661,3468363.7,,
"2,6,8-trimethyl-4-nonanone",CC(C)CC(=O)CC(C)CC(C)C,184.31836,229.93,484.15,96930.11591465982,226697.7080633629,658,1970000,,
perfluorooctanesulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499.1448344,424.65,,,,,,,
"decanoic acid, 6-hydroxy-",CCCCC(O)CCCCC(=O)O,188.264,322.15,665.65,171907.5341010496,410749.4943355616,843.57305,2527728.6,,
"4-isopropyl-2,6-dinitrophenol",CC(C)c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,226.1861,626.59,826.02,164957.0862223629,,1097.1938,3906250,,
iccb4_000111,Cc1ccc(C(=O)c2ccccc2C)cc1,210.27106000000003,386.62,590.15,111803.3076,233065.0944259853,903.27428,2595131.7,,
70289-11-1,Cc1cccc(Cl)c1N=C(O)C(C)C,211.68796000000003,382.7,628.95,117536.20753868096,,850.67348,2695798.5,,
"2-butanamine, hydrochloride",CCC(C)N.Cl,109.59778,425.65,401.34,94025.62716142608,,599.73406,3673094.6,,
triphenylborane,c1ccc(B(c2ccccc2)c2ccccc2)cc1,242.1227,420.15,,,,,,,
170918-42-0,CC1(C)OC(O)=N[C@@H]1c1ccccc1,191.22642,425.11,587.04,131540.40116423243,,822.82562,3188327.2,,
catharanthin,CCC1=C[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(C2)[C@@H]13,336.42746,400.15,531.15,140374.98603710887,256616.9944,1114.9963,1949232.2,,
6-deoxyversicolorin a,O=C1c2cccc(O)c2C(=O)c2c1cc1c(c2O)C2C=COC2O1,322.2684,870.9,1055.28,161672.69269962554,,1339.405,4109138.7,,
manganese(ii) acetate,CC(=O)[O-].CC(=O)[O-].[Mn+2],173.026089,483.15,,,,,,,
trimethylantimony,[CH3].[CH3].[CH3].[Sb],166.86356,211.15,353.75,,,551.07151,,,
acridine monohydrate,O.c1ccc2nc3ccccc3cc2c1,197.23254,358,,,,,,,
"1-(chloromethyl)-2,4,5-trimethylbenzene",Cc1cc(C)c(CCl)cc1C,168.66322,296.36,507.45,111031.9131817832,,721.72985,2687420,,
dinitrogen trioxide,O=N[N+](=O)[O-],76.0116,172.05,315.9,,321074.47959829576,425,6990000,,
"1,4-difluorobenzene",Fc1ccc(F)cc1,114.0927664,260.15,362.05,97359.37124231216,274588.04072032426,556.7,4400000,,2.13
sparsomycin,CSCS(=O)C[C@H](CO)N=C(O)/C=C/c1c(C)nc(O)nc1O,361.43706,481.65,,,,,,,-1.71
pentachloronitrobenzene,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,295.33470000000005,417.15,601.15,121008.46937390017,242633.66790756903,1001.2994,3415859.4,,4.64
isophthalonitrile,N#Cc1cccc(C#N)c1,128.13076,434.15,618.46,102551.48724630992,,867.17833,3380205.5,,0.8
dimethylphenylphosphine,CP(C)c1ccccc1,138.146701,375.15,465.15,,288152.3806029471,689.82349,3252234,,2.57
36978-41-3,O=C1OC(=O)c2cc(-c3cccc4c3C(=O)OC4=O)ccc21,294.21524,472.15,,,,,,,
methyl 2-iodopropanoate,COC(=O)C(C)I,214.00165,220.23,442.04,53121.085748637925,185465.64837977168,659.64576,3853087.9,,
tris(phosphonomethyl)amine,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,299.049963,488.15,,,,,,,
6153-39-5,Cc1cc(O)cc(O)c1.O,142.1525,328,,,,,,,
490881_aldrich,CC1(C)O[C@H]2[C@@H]3O[C@@H]3C=C[C@H]2O1,168.18977999999998,337.38,500.92,192484.94171286747,276911.0116,725.52308,3547305.6,,
"1,2-bis(dimethylphosphino)ethane",CP(C)CCP(C)C,150.138762,453.15,461.2,,265632.3932665357,658.79366,2679401.6,,
5-hydroxy-2-methyl-1h-imidazole-4-carboxamide,Cc1nc(C(N)=O)c(O)[nH]1,141.12798,609.29,651.5,216420.5850604536,,910.07768,7587806.1,,
tbabr3,,482.17574,345.65,,,,,,,
octadecyl isonicotinate,CCCCCCCCCCCCCCCCCCOC(=O)c1ccncc1,375.58784,500.53,887.32,163647.47058903717,,1088.8395,985782.55,,
nitro-l-arginine,N=C(NCCCC(N)C(=O)O)N[N+](=O)[O-],219.19852,500.65,905.58,,542790.6490672462,1149.9975,3637734.1,,
scandium sulfide (sc2s3),[S].[Sc],77.02091,2048.15,,,,,,,
hexachlorocyclopentadiene,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,272.7715,264.15,512.15,82167.67514201447,162462.67797787188,746,3010000,,5.04
"6-chloro-3,20-dioxopregna-4,6-dien-17-yl acetate",CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,404.92696,486.15,991.15,78915.46663131544,233691.1701242866,1246.3742,1474748.8,,
agaritine,N[C@@H](CCC(O)=NNc1ccc(CO)cc1)C(=O)O,267.28108,480.15,,,,,,,
"methylene-bis(n,n-dimethylurea)",CN(C)C(O)=NCN=C(O)N(C)C,188.22754,423,592.72,177041.04298446444,359997.2161,779.92379,3295366.3,,
taurolithocholate,C[C@H](CCC(O)=NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,483.7042,485.65,,,,,,,
1-methyl-3-nitro-1-nitrosoguanidine,CN(N=O)C(=N)N[N+](=O)[O-],147.0928,393.9,622.13,,478804.1530400883,860.64599,4684891.8,,
(1e)-ethanal phenylhydrazone,C/C=N/Nc1ccccc1,134.17839999999998,372.65,536.17,,,768.54471,3276530.3,,
2-(p-aminophenyl)-2-phenylpropionamide,CC(C(=N)O)(c1ccccc1)c1ccc(N)cc1,240.30034,543.04,796.84,111851.69359310936,,1062.4028,3035615.4,,
6-(phenylmethoxy)-1h-indole,c1ccc(COc2ccc3cc[nH]c3c2)cc1,223.26982,384.65,687.66,138729.00511139393,,941.97795,3022279.3,,
1-benzyl-5-phenylbarbituric acid,O=C1N=C(O)C(c2ccccc2)C(=O)N1Cc1ccccc1,294.30466,437.15,921.65,111938.42462433316,,1203.4093,2829334.5,,
tetrahydro-11-deoxycortisol,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,350.49226,499.15,1040.84,89699.55570488205,,1274.4865,1980586.7,,
cyanogen azide ((cn)(n3)),N#CN=[N+]=[N-],68.0375,308.9,,,,,,,
bismuth(v) fluoride,[Bi+5].[F-].[F-].[F-].[F-].[F-],303.972416,424.55,503.15,,,470,5716000,,
europium oxide,[Eu+3].[Eu+3].[O-2].[O-2].[O-2],351.9262,2623.15,4063.15,332456.06607294374,,,,,
resazurin,O=c1ccc2[n+]([O-])c3ccc(O)cc3oc-2c1,229.18828,589.15,717.4,158786.47895956985,,963.25339,5430506.1,,
benzenesulfonic acid,O=S(=O)(O)c1ccccc1,158.17504,321.15,,,,,,,
calcium titanate,[Ca+2].[O-].[O-].[O].[Ti],135.9432,2253.15,,,,,,,
"2-hydroxyethyl 3-(2-benzyl-1,3-dioxolan-2-yl)propanoate",O=C(CCC1(Cc2ccccc2)OCCO1)OCCO,280.3163,476.32,789.3,145189.55908022472,,1000.3582,2443476.9,,
75864-24-3,CC(O)CO.CC1CO1.Nc1ccc(Cc2ccc(N)cc2)cc1,332.43722,633.96,1063.11,140486.67595042454,,1305.3039,2145333,,
3-methoxy-4-(2-oxiranylmethoxy)benzaldehyde,COc1cc(C=O)ccc1OCC1CO1,208.21058,376.65,,,,,,,
beryllium carbide,[Be].[Be].[C],30.035064,2400.15,,2507069.736891521,,,,,
68928-90-5,CCOC(=O)CC(CC(=O)OCC)(OC(=O)C(C)=O)C(=O)OCC,346.32978,480.48,826.32,133592.32347850653,244629.34077055188,1022.8302,1530658.5,,
magnesium acetate,CC(=O)[O-].CC(=O)[O-].[Mg+2],142.39304,596.15,,,,,,,
5-bromo-2-methylpyridine,Cc1ccc(Br)cn1,172.02254,305.15,488.4,89354.56946514103,,737.71678,5044227.8,,
1-[4-(4-chlorophenoxy)phenyl]urea,N=C(O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,262.69164,435.65,796.78,129467.38617186296,,1049.8896,3246726.9,,
"(1,1'-biphenyl)-2-ol, diisopropanolamine salt",CC(O)CNCC(C)O.Oc1ccccc1-c1ccccc1,303.396,568.74,980.47,128894.25041859486,,1206.6697,2475186.3,,
beryllium sulfate,O=S(=O)([O-])[O-].[Be+2],105.074782,1400.15,,57102.18842043375,,,,,
zolimidine,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,272.32228,515.65,,,,,,,
3576-44-1,CN(C)CCC(=O)N1c2ccccc2Sc2ccccc21,298.40262,586.77,781.33,132880.87081809135,,1016.8189,2374899.8,,
sulfisoxazole acetyl,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,309.3409,466.65,,,,,,,
glisoxepide,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(O)=NN3CCCCCC3)cc2)no1,449.52388,462.15,,,,,,,
glibornuride,Cc1ccc(S(=O)(=O)NC(O)=NC2C3CCC(C)(C2O)C3(C)C)cc1,366.47504,465.15,,,,,,,
"thiourea, (methoxymethyl)-",COCNC(=N)S,120.17342,415.65,,,,,,,
nitretamin,O=P(O)(O)O.O=P(O)(O)O.O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],480.171242,381.15,,,,,,,
propatyl nitrate,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],269.16624,324.65,,,,,,,
bietaserpine,CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1C[C@H]3C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)C(C(=O)OC)[C@H]3C[C@H]21,707.85282,1023.51,1467.05,140806.10712266428,,1920.1115,634162.02,,
decaserpil,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,608.6786999999999,444.15,1357.71,140596.34417961398,,1685.005,895874.24,,
buthiazide,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,353.84544,494.65,,,,,,,
alaproclate hydrochloride,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1.Cl,292.20146,431.69,731.34,97258.24094102748,,965.38545,2045608.5,,
hydrogenated mdi,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,262.34738,418.15,705.9,,,935.82679,2131489,474.81667,
pyrrolnitrin,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,257.07284,397.65,768.52,150906.6457584551,,1050.7995,3633349.9,,
mesulfen,Cc1ccc2c(c1)Sc1ccc(C)cc1S2,244.37508,396.15,696,102383.59819667372,,970.35131,2973044,,
"5-hydroxy-1,3-benzoxathiol-2-one",O=c1oc2ccc(O)cc2s1,168.16986,474.31,580.96,134453.34377991396,,829.32057,5800568.3,,
1-(2-chloroethyl)-3-(2-methyl-1-phenylpropan-2-yl)urea,CC(C)(Cc1ccccc1)NC(O)=NCCCl,254.75576,450.28,712.13,125794.99674511777,,931.16076,2347364.9,,
chlorproethazine,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,346.91732,601.82,484.15,135597.15035271228,243240.7365506313,1042.0828,1796983.6,,6.46
dixyrazine,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,427.60272,465.15,1029.9,130777.9333115561,,1262.4991,1577206.5,,
thiopropazate,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,446.00532,740.36,993.49,133978.22250191992,,1229.5549,1535460.5,,
thioproperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,446.6292,413.15,,,,,,,
butaperazine,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,409.58744,729.31,974.59,135204.34122686964,,1208.0504,1534257.9,,
moperone,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,355.44574320000004,391.15,939.56,111029.60368776757,,1165.9023,1787877.3,,
clothiapine,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,343.87362,392.15,436.55,119770.74600837364,270058.18584580417,1145.5251,2492516.8,,
oxaflozane,CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,273.2940296,345.61,600.39,105768.86748059424,,805.68012,2094580.8,,
thiram,CN(C)C(=S)SSC(=S)N(C)C,240.43288,428.65,,,,,,,1.73
dixanthogen,CCOC(=S)SSC(=S)OCC,242.4024,303.15,,,,,,,
gamma-otb,Cn1cnc2c1c(=O)n(CCCO)c(=O)n2C,238.24316,639.59,778.34,145897.15818074273,,988.15775,3659774.2,,
dyphylline,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,254.24256000000003,434.65,870.08,138938.18564444914,,1078.1855,4146265.3,,
aspidospermine,CC[C@@]12CCCN3CC[C@]4(c5cccc(OC)c5N(C(C)=O)[C@@H]4CC1)[C@H]32,354.48580000000004,481.15,493.15,104015.44998417424,237564.5869,1092.9966,1733221.2,,
"n,n,2,3,5-pentamethyl-6-quinoxalinamine",Cc1nc2ccc(N(C)C)c(C)c2nc1C,215.29418,521.02,682.46,149688.2080137977,,921.38979,2629848.8,,
phenylsilatrane,c1ccc([Si]23OCCN(CCO2)CCO3)cc1,251.35378,482.15,,,,,,,
heptafluorobutyric acid,O=C(O)C(F)(F)C(F)(F)C(F)(F)F,214.0383624,255.4,394.65,72776.67342123152,184504.8949000996,530,2650000,,
nonylamine,CCCCCCCCCN,143.26973999999998,272.15,471.15,169351.8812835146,309466.8524985216,648,2360000,343.15,
α-aminoadipic acid,NC(CCCC(=O)O)C(=O)O,161.15583999999998,460.15,699.99,206359.26070069816,,914.63386,4156965.3,,
fgin-1-27,CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12,436.6045832,369.65,1038.22,161193.9102521084,,1271.471,1065178.7,,
dp-1904,Cl.O=C(O)c1ccc2c(c1)CCC(Cn1ccnc1)C2,292.76068000000004,623.03,854.23,143902.52133585696,,1108.1207,2584587.7,,
n-nitrosodiethanolamine,O=NN(CCO)CCO,134.1338,473.15,551.32,,342791.9589732399,887.1,4836000,,
aflatoxin g2,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,330.28886,511.65,493.15,161062.04732427243,177856.79321832737,1094.4001,2351920.7,,
71712-04-4,COc1ccc(C(C)c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)cc1,340.49898,563.16,890.28,90634.63273810688,,1127.1116,1444635.6,,
auxiloson,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,497.5551832,524.15,1318.05,95217.57907395063,,1619.1475,1499987.1,,
dexamethasone valerate,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,476.5774832,823.6,1214.79,95696.9257,243509.9687242876,1495.6611,1259267.6,,
fluprednisolone,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,378.4344832,483.15,1111.23,95350.71882159812,,1360.9331,2066115.7,,
u-21240,C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(OC(C)=O)C(C)=O,396.51918,497.15,998.64,80144.92514586559,234638.1205251084,1247.5219,1331983.6,,
"2-propenoic acid, butyl ester, polymer with ethenylmethylbenzene and 3a,4,7,7a-tetrahydro-4,7-methano-1h-indenyl 2-propenoate",C=CC(=O)OC1C=CC2C3C=CC(C3)C12.C=CC(=O)OCCCC.C=Cc1ccccc1C,448.59374,512.77,1017.53,132812.82079415553,,1251.942,915497.31,,
"progesterone 16,17-acetonide",CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,386.52436,483.15,970.45,87994.45395886562,236407.8992,1230.5738,1519935.9,,
anordiol,C#C[C@@]1(O)C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C)[C@@]2(C)C1,326.47240000000005,442.65,893.88,92179.30826618112,302106.11309794604,1125.8288,2100344.4,,
isoxazol,CC1(C)C2=CCC3[C@H](CCC4(C)[C@H]3CC[C@]4(C)O)C2(C)Cc2cnoc21,355.51362000000006,706.96,957.76,90446.60511178164,,1204.3862,1750669.6,,
82823-46-9,c1ccc2c(c1)OC1(O2)Oc2cc3ccccc3cc2O1,278.2589,578.27,797.76,167602.90506431242,,1073.4086,3415859.4,,
1-naphthyl isothiocyanate,S=C=Nc1cccc2ccccc12,185.24498,331.15,,,,,,,4.34
menogaril,CO[C@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)[C@H](O)[C@@H](N(C)C)[C@@H]1O,541.5464400000001,521.15,1603.36,144212.9321356078,,2083.2857,2083124.6,,
nogalamycin,COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,787.8034600000001,468.65,2003.91,143934.3767289369,,3267.8228,966268.63,,
medorubicin [inn],CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O,513.49328,1264.47,1636.21,143049.5838231807,,2116.2439,2595131.7,,
salicylidene p-aminoacetophenone,CC(=O)c1ccc(N/C=C2\C=CC=CC2=O)cc1,239.26922,492.06,775.5,117010.45374745651,,1028.8488,2793558.3,,
trichodermin,CC(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)CC[C@]3(C)[C@]1(C)[C@]21CO1,292.37006,332.15,731.7,111276.7839497656,,967.9271,2060492.3,,
ostreogrycin b,CCC1N=C(O)C(N=C(O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)N=C(O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,866.95786,1760.75,2217.36,135924.7149567339,,3204.0181,807535.21,,
etruscomicina,CCCCC1C/C=C/C=C/C=C/C=C/C(O[C@@H]2OC(C)[C@@H](O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C(=O)O,707.80492,1174.37,1925.41,162943.2019206648,189692.0906239256,3207.8988,981463.68,,
maytansine,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(C)=O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(N=C(O)O1)[C@H](OC)/C=C/C=C(\C)C2,692.1961399999999,444.65,1571.14,128047.52132827556,,2033.4059,844069.62,,
13965-03-2,[Cl-].[Cl-].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,701.896922,570.65,,,,,,,
brn 0833217,Cc1cc(OCCN2CCCCC2C)n(Cc2ccccc2)n1,313.43718,545.14,801.24,133806.71686747565,,1028.4272,1856306.6,,
"2,6-diethylnaphthalene",CCc1ccc2cc(CC)ccc2c1,184.27684,331.7,575.54,121002.72611577234,276010.5083918579,807,2580000,,
ammonium dihydrogen phosphate,N.O=P(O)(O)O,115.025701,463.15,,,,,,,
